0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,forehand,topspin,bad form
-4,-4,-0.02,-1.54,-1.24,-0.9,-1.11,-1.12,-1.16,-1.28,2.15,4,4,0.74,4,2.59,1.67,1.65,1.55,1.34,1.87,1.16,-4,0.08,-0.6,-0.1,-0.48,-0.52,-0.4,-0.33,600.22,977.11,-125.12,223.82,119.63,-15.81,107.6,-5.43,-55.66,9.95,446.41,403.26,80.38,2.26,25.94,-0.67,19.84,24.72,4.39,-28.99,837.71,903.69,277.34,66.96,225.89,-28.44,-90.76,-91.86,-127.26,-179.99,1,0,0
-4,-4,-2.21,-0.13,-0.84,-1.52,-1.19,-1.12,-0.94,-1.25,2.7,4,4,4,2.4,0.92,1.12,1.76,1.85,1.71,0.66,-1.3,-3.12,0.99,0.51,-0.35,-0.68,-0.37,-0.51,-0.4,326.35,928.1,-28.5,-66.83,-7.14,-2.38,140.08,93.02,-15.26,-28.87,272.22,383.48,-215.27,-123.96,23.68,184.27,24.66,33.69,87.34,15.56,961.36,800.78,471.37,237.79,-40.89,-86.18,-72.69,-81.42,-112.67,-214.05,1,0,0
-4,-4,-4,-4,-0.48,-1.53,0.23,-0.53,-1.02,-1,0.95,1.89,2.85,4,4,4,3.31,1.77,1.97,1.85,2.65,3.55,2.7,3.96,-4,3,1.5,0.83,-0.51,-0.59,382.02,531.8,718.75,586.55,1272.22,-472.29,-24.54,14.65,167.48,25.51,554.63,535.4,269.71,325.56,-157.29,-354.49,24.9,117.13,147.64,90.15,362.85,571.35,1209.96,1226.44,191.96,448.97,225.89,4.27,-51.57,-110.35,1,0,0
-3.84,-4,-4,-4,-4,-3.69,-0.45,0.43,-1.45,-1.3,-0.04,0.8,2.74,4,4,4,4,4,0.98,1.21,3.58,4,4,4,3.99,-0.38,1.47,2.21,0.55,-0.51,355.65,699.22,943.54,813.96,1536.56,537.35,-248.72,80.81,-13.12,64.58,304.02,367.31,218.14,333.31,219.85,-540.83,-139.4,17.94,77.15,29.54,167.11,297.73,865.84,1276.25,748.66,46.26,564.27,-121.89,-112.12,-51.88,1,0,0
-4,-4,-4,-4,-4,-2.96,0.71,-1.62,-1.58,-1.61,-0.38,-0.82,-1.37,4,4,4,4,1.91,1.07,1.6,2.86,3.11,1.02,1.3,-4,2.41,1.68,0.25,-0.34,-0.66,193.36,391.36,582.58,810.42,1198.91,-149.66,51.03,-12.15,88.93,51.27,725.34,957.09,765.32,592.29,-81.6,-255.19,-47,208.37,72.75,55.11,57.43,317.14,841.55,1041.63,647.71,703.86,202.27,-124.08,-89.66,-106.93,1,0,0
-4,-4,-4,-4,-4,-4,-0.47,-0.48,-1.43,-1.29,0.41,1.16,-0.21,4,4,4,4,3.16,0.79,1.58,3.13,3.82,0.99,4,-0.3,-0.29,1.78,1,0.21,-0.59,202.76,479.31,609.44,561.22,1734.38,181.58,-244.26,-22.83,-32.84,71.9,712.04,750.49,821.84,223.94,229.92,-545.47,-150.82,56.27,105.77,132.45,188.17,270.81,904.36,1170.96,759.22,362.85,464.54,-128.6,-133.79,-70.68,1,0,0
-4,-4,-4,-4,-3.69,-1.48,0.19,-0.93,-1.47,-1.32,0.88,2.14,-0.5,4,4,4,4,1.99,0.49,1.2,3.45,3.75,-0.01,1.15,-4,2.08,1.09,0.39,-0.15,-0.5,222.53,414.49,767.21,672.97,1129.88,-331.36,-77.7,-93.26,48.4,123.96,732.73,1110.84,770.26,456.67,-284.61,-381.96,4.21,158.87,137.39,97.17,429.38,455.51,916.93,1233.64,393.19,632.14,256.16,-20.39,-48.71,-27.89,1,0,0
-4,-4,-4,-4,-4,-4,-0.55,-1.3,-1.82,-1.43,0.5,2.35,0.63,4,4,4,4,2.3,0.51,1.3,3.17,4,4,4,-0.83,-0.37,0.37,-0.18,-0.9,-1.05,337.34,577.64,738.53,694.76,956.79,667.24,-217.29,5.92,8.18,87.4,522.64,572.81,529.6,216,668.52,-539,-21.36,112.3,52.8,-0.92,301.39,320.01,995.36,1407.84,777.65,294.43,662.23,-134.46,-46.45,-13.92,1,0,0
-3.51,-4,-4,-4,-4,-1.13,-1.17,-0.42,-0.17,-0.6,-1.69,-2.49,-1.17,4,4,4,1.09,2.23,2.17,1.77,2.2,3.73,3.08,4,3.77,-1.81,-1.04,0.88,0.16,-0.48,225.52,470.46,618.29,490.97,893.07,371.09,-66.96,115.36,21,37.23,313.29,266.17,236.39,1.95,169.68,-141.48,1.04,-81.79,6.71,57.13,199.1,283.81,814.09,1110.23,544.74,-105.35,190.92,91.74,60.91,-36.32,1,0,0
-3.82,-4,-4,-4,-0.39,0.73,-0.48,-0.08,0.02,0.31,-1.82,-3.59,-0.55,4,4,0.79,1.09,2.22,0.13,0.17,1.67,0.46,1.91,2.65,-1.16,0.58,-1.52,-1.31,-0.19,-0.46,182.62,452.94,562.38,573.24,664.79,332.82,-303.53,47.55,-85.51,-46.81,358.58,320.74,-23.62,68.48,-56.09,-183.53,302.31,-151.37,-163.21,-19.84,-26.98,257.81,859.13,748.84,194.64,-172.61,201.54,-214.84,-117,-1.65,1,0,0
-4,-4,-4,-4,-0.72,-0.3,-0.68,-1.28,-1.12,-0.98,-0.85,-0.53,4,4,4,2.88,2.17,1.79,1.28,1.08,2.5,0.36,3.01,1.52,0.6,1.55,0.63,-0.48,-0.57,-0.1,362.43,494.08,699.4,871.89,173.83,-265.08,10.74,28.81,82.76,72.39,743.47,823.91,-4.03,-27.53,-333.98,-55.11,72.08,115.48,-7.51,-60.36,433.41,874.63,960.02,894.41,214.48,152.59,-2.5,-27.47,-44.49,-92.41,1,0,0
-4,-4,-2.9,-0.17,-1.46,-1.88,-1.08,-0.7,-1.06,-1.43,3.03,4,4,4,1.95,0.68,1.78,1.95,1.56,1.34,0.51,-0.92,-2.6,1.16,0.21,-0.77,-0.62,0.1,-0.04,-0.5,497.19,624.94,765.99,-149.23,55.18,145.69,101.68,12.45,27.04,22.95,386.84,500.55,-432.19,-147.83,152.59,125.06,-15.5,16.05,45.84,84.05,1331.73,1379.7,215.82,364.26,-69.21,13.06,96.86,-42.66,-182.43,-251.28,1,0,0
-4,-4,-4,-3.09,-1.18,-0.15,-1.64,-1.29,-0.68,-0.69,0.45,2.96,4,4,4,3.1,1.77,1.84,1.93,1.96,2.93,4,3.19,-3.02,1.8,1.43,0.36,-0.56,-0.19,0.05,614.2,600.71,609.01,1598.21,-575.74,8.18,172.06,144.9,19.29,-17.15,523.62,397.52,650.09,-326.29,-190.98,-35.22,110.66,105.83,76.23,31.25,543.58,1157.23,962.28,189.09,553.83,25.33,-91.31,-25.57,-21.3,-160.28,1,0,0
-4,-4,-4,-2.13,1.54,0.17,-0.05,0.42,0.69,0.11,-2.73,-1.01,4,4,4,0.41,0.55,0.7,1.52,1.61,0.81,0.72,3.69,-0.13,-2.93,-0.42,-0.97,-0.45,-0.05,-1.09,434.39,498.29,565.06,629.76,160.58,-254.82,-32.96,23.07,38.09,100.34,584.41,181.46,-219.73,10.5,-75.74,174.26,96.98,-55.85,3.42,67.44,123.6,807.25,1098.82,695.62,-8.12,66.89,27.4,79.96,102.78,-42.91,1,0,0
-4,-4,-4,-4,-1.97,0.08,-1.06,-0.98,-0.87,-0.9,1.04,2.29,4,4,3.96,3.15,2.39,2.03,1.67,1.45,3.72,3.19,4,-3.56,1.04,1.08,0.46,-0.39,-0.38,-0.23,684.08,618.84,494.45,1352.11,-278.14,15.32,166.99,111.08,36.19,60.42,531.8,437.01,227.84,136.54,-336.3,-37.41,73.97,80.93,111.51,50.35,531.56,1147.46,1118.59,404.24,296.87,210.51,-86.3,-100.89,-101.2,-187.81,1,0,0
-4,-4,-4,-4,-1.45,-0.42,-0.2,-0.62,-0.7,-0.72,-0.93,1.53,3.65,4,3.73,1.71,3.33,2.83,1.33,1.49,4,4,4,3.99,-2.2,0.36,0.29,-0.88,-0.13,-0.08,489.99,677.92,546.39,1155.46,85.08,-126.1,207.46,161.5,14.59,75.13,212.22,273.8,144.71,373.29,-315.73,38.57,48.65,22.16,6.23,16.78,587.95,799.07,1023.99,143.07,-27.83,321.17,111.88,-10.93,-35.77,-75.2,1,0,0
-4,-4,-4,-4,-3.16,-0.72,0.37,-0.87,-1.16,-0.95,0.28,0.78,3.94,4,4,4,3.01,1.89,1.46,1.7,3.03,2.27,2.69,-1.13,-2.71,1.22,1.77,0.43,-0.75,-0.65,353.33,425.9,505.86,1208.8,542.85,-184.75,-7.51,64.82,182.56,97.96,513.73,703.92,466.19,300.48,-374.88,-303.65,-10.38,184.39,146.79,42.18,462.71,817.69,1040.95,496.52,468.08,464.97,39.06,-77.94,-41.56,-36.25,1,0,0
-4,-4,-4,-4,-1.18,-1.05,-0.72,-0.32,-0.82,-1.01,-0.59,-0.75,2.65,4,4,1.07,2.9,2.99,1.95,1.32,2.69,4,4,4,-4,0.24,0.49,-0.51,-0.6,-0.5,342.53,671.51,665.34,500.61,850.65,-192.32,158.63,51.45,68.85,18.8,470.4,377.99,187.44,308.11,19.29,-67.81,-18.55,61.04,36.25,55.54,195.13,462.95,1185.36,1058.11,68.79,151.25,135.86,29.6,-102.66,-113.22,1,0,0
-4,-4,-4,-4,-2.82,-1.95,0.57,-1.11,-1.17,-1.02,1.42,-0.01,1.87,4,4,4,3.88,2.17,1.22,1.18,1.86,-0.56,-0.16,0.07,-3.01,2,1.6,0.29,-0.4,-0.4,310,227.11,559.75,851.07,735.29,-305.79,10.8,37.48,37.29,20.39,751.53,1260.25,325.38,204.53,-278.69,-311.22,-10.44,213.75,128.6,71.23,484.56,519.96,844.18,1016.91,513.12,485.17,180.6,-106.69,-94.42,-70.01,1,0,0
-4,-4,-4,-4,-4,-1.34,-0.26,-0.58,-0.98,-0.99,-0.67,-0.54,-0.2,4,4,4,2.18,2.62,2.55,1.95,2.69,3.14,2.25,4,0.51,-1.92,1.1,0.56,-0.6,-0.16,263.24,443.05,607.97,671.57,993.77,215.09,-181.4,174.62,53.47,-0.37,518.43,510.07,422.36,44.86,225.46,-210.57,13.24,63.48,73.73,36.01,146.06,305.66,775.63,992.98,868.35,-59.39,266.54,-20.94,-43.03,-102.29,1,0,0
-4,-4,-4,-4,-0.4,-1.32,-0.74,-0.08,-0.61,-0.82,-0.73,0.25,4,4,4,0.32,3.16,3.14,1.61,1.19,4,3.76,3.98,1.01,-3.18,-0.47,0.1,-0.23,-0.55,-0.67,560.49,595.64,586.91,940.55,149.29,-18.68,110.35,12.51,81.85,46.08,240.91,316.59,181.46,262.82,-44.25,-16.36,-30.27,47.79,52.8,47.42,301.45,806.21,1085.94,718.87,117.49,67.02,192.93,-25.57,-151.86,-143.55,1,0,0
-4,-4,-3.3,-1.16,-0.6,-0.81,-0.91,-0.9,-0.77,-0.76,3.32,4,4,4,2.98,1.93,1.6,1.55,1.59,1.59,1.18,0.88,-1.3,0.48,0.44,0.16,-0.3,-0.38,-0.23,0.04,726.44,600.28,525.45,-94.6,-38.33,-39.49,47.18,35.34,1.16,-18.13,291.5,103.52,-316.65,-158.2,-12.33,86,88.07,63.35,16.36,11.41,673.77,966.31,424.99,255.74,81.6,7.57,-41.32,-68.85,-90.58,-131.47,1,0,0
-4,-4,-4,-4,-1.58,-0.37,-0.3,-0.8,-0.87,-0.98,0.47,0.46,4,4,4,2.78,2.34,1.79,1.58,1.05,2.86,2.74,4,0.05,-2.31,1.36,-0.07,-0.22,-0.61,-0.59,495.12,596.92,712.22,1113.53,399.54,-176.88,186.52,97.23,87.95,59.94,502.62,594.18,156.62,233.09,-331.36,-79.16,60.91,41.5,48.65,13.12,433.23,728.33,968.63,457.15,306.15,342.65,47.24,25.76,-57.13,-88.01,1,0,0
-4,-4,-0.75,-1.43,-1.28,-0.98,-0.83,-1.1,-0.85,-0.74,3.35,4,4,0.45,0.62,2.92,2.16,0.83,0.74,1.4,4,4,-4,0.64,0.07,-0.23,-0.75,-0.65,-0.23,-0.3,533.94,999.57,250.18,-172.18,86,44.31,115.6,-62.56,-54.93,5.92,84.05,224.12,61.4,-127.87,-6.96,82.28,14.65,13.67,-8.85,38.45,1102.97,626.1,397.4,-28.93,174.68,294.37,-115.11,-101.68,-16.54,-43.58,1,0,0
-4,-4,-4,-2.16,-0.06,-1.18,-1.6,-1.16,-0.63,-0.76,2.53,4,4,4,3.91,1.79,0.48,1.19,1.5,1.27,1.42,3.62,-4,1.24,1.35,0.38,-0.56,-0.93,-0.31,0.2,407.78,651.37,975.1,-261.9,-134.7,9.46,25.88,126.89,29.54,-8.79,497.86,72.81,-234.92,-371.46,-135.01,140.38,187.44,66.41,-53.89,-29.11,1179.81,1147.64,528.93,504.94,152.47,-117.43,-48.22,35.46,-5.98,-100.89,1,0,0
-4,-4,-4,-4,-4,-1.68,-0.55,-0.3,-1,-0.81,-1.62,-0.36,1.23,4,4,4,2.72,3.3,1.71,1.44,1.96,3.15,2.63,3.25,-3.32,0.05,0.33,0.28,-0.47,-0.53,297.61,488.83,631.1,585.57,1104.68,20.26,-65.06,115.3,141.48,6.71,485.72,553.53,472.84,329.16,73.49,-188.35,-22.4,18.01,90.7,72.33,100.83,427.98,849.24,828.55,467.77,417.24,182.8,-65.37,-32.04,-21.79,1,0,0
-3.64,-4,-4,-4,-2.7,-1.75,-1.76,-1.77,-1.22,-1.45,0.47,1.67,2.95,2.84,1.71,1.2,0.94,0.85,0.82,0.62,-3.23,-1.87,0.82,2.7,4,3.03,2,2.65,2.96,2,-69.7,-237.67,-342.59,-252.69,-254.52,-119.81,-92.29,-73,-8.24,75.99,-507.02,-882.02,-1027.16,-1055.97,-708.01,-285.64,-140.87,-160.52,18.01,245.85,-16.72,164,177.12,31.31,-28.08,-18.8,-42.36,-20.69,-11.66,-18.19,1,0,1
-2.72,-4,-4,-4,-3.89,-1.65,-1.57,-1.75,-1.05,-0.98,0.68,1.79,2.74,2.82,1.59,1.6,1.15,0.74,0.53,0.46,-4,-2.74,0.44,2.17,4,3.55,2.52,2.13,2.48,1.86,-12.33,-198.73,-322.33,-293.58,-281.62,-165.77,-11.05,-29.54,9.46,85.94,-252.75,-834.84,-1035.28,-1021.67,-838.32,-362.18,-99.3,-44.56,13.24,166.02,5.07,51.09,59.2,-32.96,12.57,52.92,-23.13,-53.47,-23.62,2.87,1,0,1
-2.84,-4,-4,-4,-2.71,-2.11,-1.51,-1.46,-1.23,-0.93,0.46,1.27,2.19,2.51,2.38,1.06,0.9,0.71,0.91,0.66,-4,-3.61,-0.19,1.47,2.78,3.21,2.22,2,2.58,2.93,-34.55,-179.38,-321.35,-359.25,-181.7,-54.02,-96.13,-37.66,-2.2,2.08,-227.48,-758,-1070.5,-800.11,-755.37,-512.88,-236.45,-157.47,-148.38,25.51,-39.98,35.34,148.86,216.31,120.12,47.49,13.67,-7.08,0.67,-5.43,1,0,1
-2.71,-4,-4,-4,-2.26,-1.51,-1.48,-1.35,-0.92,-0.93,0.68,1.86,1.62,1.79,1.85,0.92,0.58,0.84,0.96,0.85,-3.98,-2.03,1.1,1.81,3.46,3.26,1.48,2.29,2.53,1.94,-94.36,-264.1,-358.89,-228.7,-88.13,-168.76,-120.61,-15.38,-25.63,34.24,-473.45,-921.02,-1005.37,-764.65,-677.73,-339.84,-88.87,-153.02,-8.06,126.71,35.16,96.25,157.29,195.98,72.08,0.43,-30.4,2.01,23.44,-11.23,1,0,1
-3.25,-4,-4,-4,-3.32,-2.25,-1.69,-1.74,-1.3,-1.17,0.7,1.94,1.85,2.49,1.93,1.22,0.75,0.79,0.77,0.62,-3.49,-1.93,0.88,1.63,2.83,3.56,2.5,1.69,2.18,1.77,-197.75,-304.26,-399.23,-210.27,14.16,-41.44,-109.5,36.93,27.83,-25.45,-575.62,-973.39,-1042.85,-785.71,-717.59,-404.79,-115.66,-21,24.41,168.52,170.65,234.37,294.37,365.36,143.98,33.69,3.78,-6.47,-8.12,-13.67,1,0,1
-3,-4,-2.95,-2.05,-1.04,-0.92,-1.22,-1.05,-0.77,-0.85,1.46,1.3,0.8,1.46,0.89,0.43,0.5,0.37,0.37,0.76,-2.81,0.32,1.01,2.49,3.36,2.2,1.44,2.35,2.91,2.7,-146,-300.78,-261.11,-150.7,-41.26,-33.87,-24.66,23.32,30.46,87.83,-823.61,-1080.57,-761.78,-662.72,-426.33,-163.64,-96.68,-90.52,39.61,250.43,123.54,93.51,156.07,182.5,63.17,-7.02,-46.63,-22.46,1.34,-20.87,1,0,1
-2.75,-4,-4,-3.04,-2.77,-1.92,-1.93,-1.64,-1.09,-1.19,0.51,1.57,1.83,1.56,0.84,-0.44,-0.14,0.5,0.15,-0.23,-4,-2.38,1.21,0.72,2.33,4,2.83,1.78,2.5,2.52,3.85,-2.2,-472.66,-386.9,4.52,80.93,-29.17,-24.54,117.98,113.4,-587.65,-1222.9,-895.63,-712.89,-684.57,-475.89,-49.8,19.1,61.65,261.41,-18.49,-68.85,-128.66,-60.91,-107.48,-86.61,-22.58,67.26,33.94,77.94,1,0,1
-3.04,-4,-4,-2.95,-2.64,-1.58,-1.86,-1.74,-0.86,-0.86,0.61,2.35,2.07,2.1,0.96,0.67,0.88,0.87,0.56,0.45,-4,-2.31,1.68,1.66,3.1,4,2.75,1.26,2.36,2.8,44.49,-77.82,-466.55,-438.11,-121.4,-123.23,238.83,-32.53,-4.76,100.34,-669.25,-1150.09,-1003.11,-697.81,-623.29,-344.97,-38.76,54.63,65.61,251.46,-4.58,-132.32,-86.49,26.86,-71.47,45.78,47.24,39.12,35.95,36.38,1,0,1
-3.97,-2.38,-1.64,-1.75,-1.49,-1.33,-1.34,-1.34,-2.04,-3.7,1.82,1.09,0.65,0.65,0.43,0.23,0.38,0.59,0.92,1.24,1.73,3.25,2.51,2,2.49,2.51,1.87,2.54,2.8,1.22,-78.55,-44.07,-100.28,-27.59,15.5,4.64,43.27,164.73,205.99,219.3,-897.58,-672.36,-262.39,-150.21,-85.21,90.27,245.61,390.32,647.52,896.12,100.04,-14.1,-30.09,-41.69,-27.65,1.89,21.79,7.81,20.32,-3.23,1,0,1
-3.49,-4,-4,-3.61,-1.84,-1.77,-1.89,-1.6,-1.22,-1.31,0.98,1.91,0.89,2.44,1.45,0.86,0.88,0.87,0.77,0.65,-2.88,-0.45,0.6,2.16,3.92,2.43,1.44,2.14,2.16,1.49,-105.22,-243.04,-295.47,-200.38,-89.36,-97.78,-101.5,21.3,5.62,31.07,-782.84,-1004.7,-912.35,-807.92,-586.43,-169.37,-80.87,-60.24,85.27,206.18,147.03,80.87,116.58,155.58,16.17,1.04,6.23,8.85,-0.49,-12.45,1,0,1
-4,-2.54,-1.55,-1.38,-1.11,-0.85,-0.68,-0.72,-0.83,-1.09,2.03,1.26,0.53,0.44,0.41,0.47,0.49,0.42,0.49,0.48,1.97,4,3.79,1.07,0.7,1.27,1.39,1.31,1.45,1.89,-18.8,-62.74,-140.56,-83.31,12.88,-0.61,-7.08,16.48,40.65,56.64,-932.19,-701.6,-119.38,37.84,-22.95,-46.02,3.6,56.27,105.22,183.9,114.14,-25.33,-29.97,-29.54,-2.5,10.86,8,2.62,3.42,-0.98,1,0,1
-4,-2.77,-1.69,-1.59,-1.35,-1.15,-0.98,-0.9,-0.98,-1.26,2.01,1.12,0.53,0.77,0.54,0.44,0.37,0.41,0.51,0.52,1.4,3.45,3.68,1.73,1.47,1.45,1.4,1.41,1.43,1.97,-191.96,-76.11,-76.66,-52.31,-6.23,0.18,3.54,42.48,62.19,98.45,-856.87,-755,-242.13,-57.19,-26.61,21.06,73.18,141.78,192.87,266.66,92.22,1.22,21.55,-5.55,-16.78,0.73,19.59,23.74,25.21,18.8,1,0,1
-3.66,-2.15,-1.54,-1.44,-1.24,-0.99,-0.96,-0.86,-0.87,-1.09,1.9,1.38,0.64,0.67,0.54,0.43,0.44,0.55,0.66,0.81,2.1,3.25,3.18,1.88,2,2.06,1.49,1.42,2.11,2.36,-91.19,-21.18,-59.57,-62.19,10.93,21.12,15.32,60.12,127.5,141.85,-789.55,-637.27,-291.81,-95.15,-66.59,40.1,138.98,178.34,267.15,417.6,173.1,12.88,-35.03,-16.11,-13.06,10.31,26.73,30.09,21.3,3.17,1,0,1
-4,-2.61,-1.48,-1.55,-1.54,-1.51,-1.27,-1.59,-1.7,-3.19,2.46,1.86,0.87,0.75,0.6,0.33,0.41,0.66,0.94,1.22,1.18,3,3.61,1.45,1.58,2,2.41,2.08,2.84,3.02,-181.34,-55.66,-53.47,-6.35,50.23,14.22,-13.67,31.62,116.88,224.37,-920.29,-797.55,-312.99,-138.92,-138.73,-68.54,50.9,274.78,427.43,720.21,256.65,52.43,22.4,0.24,-36.38,-18.43,20.75,25.21,3.78,-34.67,1,0,1
-3.24,-4,-4,-4,-2.36,-1.84,-1.82,-1.77,-1.53,-1.53,0.34,1.41,1.96,2.59,1.17,1.13,0.97,0.64,0.43,0.51,-4,-1.9,0,2.23,3.71,1.71,1.4,2.19,2.44,1.8,-151.37,-185,-396,-181.4,-0.73,8.73,45.29,-0.85,-4.09,18.19,-686.77,-1019.65,-921.02,-891.91,-604.86,-249.33,-183.11,-101.5,39.92,202.76,128.72,122.44,250,203.12,93.14,64.51,-38.02,-39.67,-19.84,-8.61,1,0,1
-2.69,-4,-4,-4,-2.71,-2.15,-2.18,-1.86,-2.14,-2.16,0.75,1.87,1.21,1.81,0.52,0.72,0.61,0.37,0.31,0.76,-4,-1.7,-0.15,2.55,3.78,2.16,1.86,3.19,2.71,1.83,-228.33,-344.42,-160.4,81.85,44.86,-125.06,12.76,47.55,30.58,41.02,-629.76,-918.09,-944.03,-838.56,-541.81,-177.55,-118.29,8.48,275.63,429.93,128.85,173.34,183.23,70.86,-67.57,-24.6,-54.32,-10.01,12.82,30.64,1,0,1
-3.88,-2.55,-2.18,-2.27,-2.06,-1.62,-2.01,-1.86,-3.14,-3.95,1.84,1.29,0.66,0.86,0.62,0.5,0.7,1.24,1.25,1.48,1.68,3.05,2.5,1.88,2.76,2.79,1.59,2.31,2.55,0.01,65.67,54.02,-68.85,-24.35,28.38,1.71,19.59,137.39,137.21,117.13,-818.36,-624.08,-322.27,-173.52,-106.51,131.65,314.88,411.8,713.68,915.04,146.06,-13.31,-9.95,-16.24,-16.24,0.79,12.94,-19.17,-53.28,-82.15,1,0,1
-2.69,-4,-4,-4,-2.36,-2.55,-2.41,-1.8,-2.24,-2.16,0.91,1.86,1.63,1.29,1.01,0.98,0.47,0.18,0.56,1.14,-3.76,-1.77,-0.29,3.15,3.15,1.65,2.71,3.6,2.22,2.38,-351.99,-487.98,-140.62,310.42,33.87,-84.59,-0.43,-10.68,16.85,107.48,-622.68,-879.03,-977.91,-886.72,-441.41,-195.86,-150.27,90.03,388.37,518.74,204.47,313.54,334.59,121.77,14.53,-49.38,-60.73,6.23,31.25,-1.65,1,0,1
-2.64,-4,-4,-4,-3.58,-3,-2.96,-2.29,-2.19,-2.16,0.69,1.98,2.29,1.75,0.97,0.63,0.5,0.21,0.34,0.81,-4,-2.67,-0.13,1.55,3.32,2.87,2.66,3.35,2.08,1.24,-30.21,-279.54,-392.76,-17.46,-60.61,-75.01,-40.22,-2.69,-6.35,26.12,-566.1,-996.58,-1063.72,-985.35,-695.56,-312.99,-141.78,66.1,365.6,481.32,26.92,103.21,80.75,-66.96,-79.77,-54.99,-40.65,7.02,78.19,84.17,1,0,1
-3.51,-4,-4,-3.74,-2.4,-2.15,-1.74,-1.41,-1.37,-1.33,1.36,1.7,2.72,0.97,0.81,0.59,0.36,0.45,0.47,0.77,-2.94,-0.26,1.8,4,3.54,2.17,1.9,1.76,1.36,1.93,-176.09,-293.7,-131.96,49.62,-40.16,-24.96,48.03,7.75,15.81,105.16,-793.95,-1100.16,-1031.56,-761.66,-288.64,-40.59,62.74,154.36,269.65,354,185.55,174.5,147.4,-16.05,1.71,-24.35,-4.94,33.45,33.45,39.98,1,0,1
-3.95,-4,-4,-3.76,-2.38,-2.37,-1.96,-1.62,-1.61,-1.52,2.06,2.24,2.01,1.14,0.98,0.83,0.4,0.24,0.61,1.05,-2.5,-0.5,0.85,3.87,3.87,2.32,2.28,2.2,1.6,2.22,-315.49,-438.17,-110.11,18.74,-68.79,-47.79,36.99,1.1,45.35,170.96,-854.55,-968.81,-958.68,-781.86,-315.67,-47.97,58.53,212.77,341.31,424.68,166.63,165.59,120.97,-36.44,-26.67,-42.54,-42.66,20.08,50.84,33.75,1,0,1
-4,-4,-4,-3.69,-2,-2.07,-1.82,-1.37,-1.39,-1.26,2,2.07,2.34,1.24,1.02,1.2,0.57,0.17,0.45,0.87,-2.5,-0.33,1.69,4,3.65,1.34,1.81,2.22,1.58,1.52,-290.59,-387.39,-79.41,14.71,-100.65,-34.24,67.14,-1.22,21.24,110.17,-965.58,-986.57,-950.44,-793.46,-252.5,-2.44,-18.31,99.73,248.23,320.01,174.99,161.44,129.21,0.12,51.03,-34.24,-62.68,0.92,42.91,51.82,1,0,1
-2.59,-4,-4,-4,-3.45,-2.94,-2.45,-2.08,-2,-2.02,0.95,2.14,1.66,2.09,1.14,0.84,0.8,0.43,0.54,0.99,-3.75,-1.69,-0.58,1.67,3.92,2.9,2.36,2.02,1.7,1.95,-236.82,-302.55,-223.08,-38.33,-56.52,-71.29,-15.87,53.16,26,116.39,-653.75,-942.93,-981.69,-915.28,-630.07,-202.33,-27.28,119.87,284.67,392.94,201.97,182.01,111.45,41.2,-27.77,-27.53,-31.86,-30.88,31.31,41.2,1,0,1
-4,-4,-4,-3.07,-2.53,-1.94,-1.79,-1.46,-1.39,-1.8,2.02,2.04,1.88,1.61,1,0.99,0.75,0.63,0.69,0.87,-1.68,-0.22,1.12,3.38,3.35,2.4,1.87,1.7,1.81,2.04,-357.67,-342.47,-99.43,-131.9,-116.88,-60.24,15.38,27.16,37.05,105.04,-892.46,-885.68,-844.73,-716.13,-325.81,-102.6,9.95,98.69,190.67,293.7,139.53,126.65,43.27,8.18,-34.61,-7.39,-18.68,10.93,23.13,25.94,1,0,1
-3.27,-4,-4,-4,-2.63,-2.15,-1.97,-1.78,-1.47,-1.92,1.27,2.12,2.28,1.86,1.06,0.99,0.78,0.5,0.45,0.83,-3.01,-1.56,-0.25,3.48,3.36,1.83,1.72,1.89,2.1,1.85,-307.74,-290.28,-110.41,-60.36,-183.11,-129.94,-12.63,75.26,-1.16,62.5,-765.14,-1046.51,-1071.96,-859.07,-401.55,-159.36,-72.51,22.95,131.35,280.21,249.27,241.21,98.14,-16.85,-45.35,-34.79,-52.8,-26.79,31.07,44.92,1,0,1
-2.5,-4,-4,-3.48,-2.25,-2.23,-1.92,-1.86,-1.7,-1.8,1.3,1.06,0.44,0.63,0.11,-0.5,0.45,0.31,0.37,0.42,4,4,-1.38,-2.03,-1.9,-2.42,-3.33,-1.57,-2.08,-2.29,101.32,39.55,57.31,15.56,11.47,232.24,494.45,98.27,-18.92,-138.12,-167.05,829.16,1366.58,909.91,604,563.17,406.8,-20.14,-26.67,-185.61,-16.91,-203.49,-153.63,-135.62,-247.19,-219.73,-7.02,-29.6,66.04,84.72,0,0,1
-3.19,-4,-4,-4,-3.04,-2.2,-1.68,-1.82,-1.87,-1.79,0.26,0.46,1.21,-0.03,0.42,0.76,0.14,0.08,0.38,0.62,4,4,-0.8,-2.01,-2.84,-2.94,-1.97,-1.38,-2.81,-2.03,-126.28,-11.47,57.62,-84.96,299.68,378.05,258.91,20.75,-79.59,-119.57,-173.28,901.37,1417.05,1056.58,762.08,445.8,143.19,74.77,-12.57,-299.26,-172.06,-232.48,-99.98,-320.01,-84.23,-98.02,-99.49,-5.86,48.95,54.5,0,0,1
