0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,forehand,topspin,bad form
-4,-1.88,-0.18,-0.15,0.15,0.38,0.33,0.29,0.38,0.35,4,3.09,2.05,0.59,0.39,0.63,0.77,1.04,1.16,1.09,-4,-3.1,-2.42,-1.58,-0.59,-0.2,-0.22,-0.19,-0.26,-0.16,1015.44,175.35,-123.35,-81.48,-77.88,-64.27,-22.34,-15.87,-59.88,-97.41,623.96,38.33,166.75,24.66,-66.16,-44.43,-65.86,-127.62,-141.24,-122.44,-422,14.34,17.52,-80.69,8.73,38.94,54.26,89.17,90.76,34.42,0,0,1
-2.86,-2.7,-4,-4,-4,-2.26,-1.58,-0.98,-0.32,0.16,2.79,4,4,4,4,2.81,1.61,0.19,-0.32,-0.17,1.79,3.61,2.56,-1.86,-3.62,-2.67,-2.93,-2.28,-1.14,-0.89,30.21,116.15,274.72,532.41,1003.23,103.52,-135.93,36.38,83.92,-59.33,-20.87,266.66,983.15,1364.01,576.42,201.23,389.4,34.36,-99.06,45.59,48.1,-169.74,-554.63,-660.77,-272.09,-76.97,-85.33,-198.91,-96.68,26.12,0,0,1
-2.28,-3.09,-4,-4,-2.79,-3.92,-1.87,-1.02,0.14,1.25,2.02,2.96,4,4,3.77,3.38,1.99,-0.07,-0.44,-0.02,3.05,4,3.07,-1.05,-1.07,-1.71,-4,-2.53,0.23,-1.01,146.12,207.95,545.1,740.23,439.94,319.21,342.22,-60.61,-149.23,-69.46,126.04,478.03,1160.52,900.51,456.36,702.27,427.73,-233.34,-102.23,39.92,-10.31,-122.68,-277.16,-261.17,-41.75,24.84,-164.18,-155.4,92.71,153.38,0,0,1
-2.35,-4,-4,-4,-2.97,-2.7,-1.2,-0.36,0.4,0.88,2.15,3.11,4,3.35,2.72,3.15,1.01,-0.53,-0.96,-0.77,4,3.95,1.52,-1.09,-0.97,-3.45,-4,-1.15,-0.09,-0.48,70.8,144.29,353.15,630.74,492.37,455.08,-55.18,-87.4,-72.2,-101.14,317.02,741.52,1141.24,631.96,449.95,501.77,220.64,-241.03,-96.62,6.59,-130.8,-260.01,-502.01,-316.59,-186.4,-83.01,-146.24,-95.89,10.31,57.62,0,0,1
-3.05,-4,-4,-3.65,-2.76,-1.59,-0.91,-0.8,-0.69,-0.6,1.3,2.77,1.83,4,1.69,1.08,0.57,0.4,0.31,0.39,-2.96,-1.15,1.93,4,3.98,1.51,1.84,1.17,0.71,0.74,-206.85,-347.72,-374.94,-269.78,90.09,-34,-51.27,-7.14,33.63,-2.69,-516.42,-997.01,-1274.84,-799.93,-277.59,21.06,-33.45,67.02,11.96,16.3,231.14,171.45,201.84,202.58,-29.17,-28.08,-67.93,-26.37,-2.32,1.4,0,0,1
-2.38,-2.31,-4,-4,-3.99,-1.05,-0.04,0.34,0.48,0.57,2.7,4,4,3.69,3.84,2.94,1.77,0.71,0.29,0.47,2.66,4,2.13,-1.45,-4,-2.55,-2.06,-0.9,-0.3,-0.15,-92.65,167.05,425.54,392.03,1083.19,322.88,-221.62,-47,-12.82,-110.29,-45.17,304.26,935.73,1326.48,379.46,-113.04,131.41,-33.75,-78.98,-49.68,80.51,-17.4,-370.91,-503.54,-320.86,-104.43,94.3,-23.13,-12.08,51.82,0,0,1
-4,-4,-3.61,-3.01,-2.26,-1.23,-0.38,0.28,0.71,0.75,4,3.27,2.14,0.6,-0.8,-0.96,-0.75,-0.49,-0.27,0.03,0.71,-0.41,-2,-2.1,-3.55,-2.4,-0.91,-0.34,-0.55,-0.33,347.96,192.81,346.74,227.11,60.67,-26.92,-103.39,-60.36,-50.84,-50.23,1406.68,999.15,323.06,378.11,281.49,-70.19,-150.15,-139.04,-135.68,-154.48,-585.02,-495.91,-463.5,-343.14,-202.7,-11.84,81.79,142.09,164,139.04,0,0,1
-4,-2.95,-2.31,-1.49,-0.82,-0.2,0.45,0.6,0.6,0.63,3.77,2.27,1.61,0.43,-0.32,-0.36,-0.42,-0.19,-0.21,-0.28,-0.92,-2.01,-2.64,-4,-2.67,-0.6,-0.43,-0.43,-0.62,-0.61,467.59,335.69,489.99,323.18,-117.43,-177.92,-126.59,-72.51,-85.75,-42.79,902.1,621.46,301.51,248.72,-113.65,-179.69,-80.69,-115.97,-102.6,-117,-255.43,-276.25,-228.45,-146.36,-29.24,56.95,120.85,100.77,70.19,57.07,0,0,1
-2.82,-4,-4,-4,-2.33,-1.73,-0.9,-0.29,0.19,0.64,2.62,3.6,4,3.7,2.33,1.54,0.12,-0.03,-0.07,-0.16,4,3.4,0.05,-1.94,-2.66,-2.19,-4,-2.4,-0.45,-0.71,40.28,428.77,693.66,562.07,341.13,266.91,173.58,13.06,-134.28,-75.62,173.34,848.57,1222.05,868.16,519.41,312.81,384.03,-112.55,-138.73,11.72,-100.4,-235.47,-270.57,-222.9,-194.03,-108.95,-70.92,-1.59,49.62,71.11,0,0,1
-2.3,-2.9,-4,-4,-1.21,-1.04,-1.43,-0.27,0.11,0.37,2.06,2.65,4,4,1.98,1.41,0.66,0.17,-0.07,-0.29,3.23,4,2.99,-1.26,-2.89,-1.98,-2.53,-2.28,-0.68,-0.67,-15.01,107.73,822.02,708.74,360.84,146.91,162.11,108.64,-8.73,-80.14,124.33,577.58,923.28,1033.81,399.17,226.81,280.82,-90.27,-113.28,-8,-167.6,-292.66,-389.71,-258.12,-33.26,-154.54,-70.19,-42.6,-36.5,43.21,0,0,1
-3.53,-4,-3.99,-2.26,-1.47,-1.5,-0.6,-0.16,0.22,0.48,2.14,4,4,2.63,2.08,0.92,-0.22,-0.32,-0.38,-0.23,4,2.08,-0.96,-2.56,-2.88,-3.31,-2.16,-0.73,-0.75,-1.22,118.16,612.55,732.54,428.28,249.76,238.71,44.56,-144.65,-78.19,-25.33,495.3,1092.04,1060.97,661.62,285.64,235.47,-104.19,-46.33,14.89,-46.2,-233.95,-249.21,-291.38,-109.01,-178.16,-179.81,-90.45,28.99,102.17,107.48,0,0,1
-1.94,-2.28,-3.8,-4,-3.99,-1.11,-0.63,-0.12,0.31,0.26,2.37,4,4,4,3.85,3.39,1.39,0.45,0.88,0.82,3.75,4,4,-0.05,-4,-2.99,-3.71,-1.1,-0.21,-0.13,-304.63,-100.71,397.71,507.51,908.94,49.74,-127.87,-104.55,-54.57,-51.51,-221.92,90.39,895.32,1236.33,241.64,205.93,209.11,-96.07,-125.67,-75.87,132.02,28.63,-405.33,-481.69,-267.33,74.28,-47.67,6.65,36.13,7.63,0,0,1
-2.09,-2.26,-3.97,-4,-4,-1.11,0.74,0.46,0.22,0.4,2.64,3.58,3.7,4,2.82,1.74,2.37,1.28,0.64,0.89,3.23,4,2.1,-1.45,-4,-4,-1.86,-0.62,-0.33,-0.29,-162.6,63.9,361.33,534.3,791.2,148.01,-6.47,-65.8,-70.68,-65.73,108.64,453.43,843.51,1209.72,230.53,147.58,-125.79,-21.55,-37.17,-34.97,18.92,-102.78,-396.48,-467.65,-245.97,137.7,148.01,-61.22,-34.85,15.87,0,0,1
-1.53,-3.36,-4,-4,-1.6,0.93,0.27,0.11,0.31,0.42,3.6,2.98,4,3.92,2.71,3.4,1.69,0.44,0.8,1.16,4,2.78,0.59,-4,-2.66,-3.67,-0.96,-0.11,-0.48,-0.78,1.53,260.07,554.93,970.46,341.55,79.83,-78.37,-162.35,-30.33,-5.55,342.9,752.32,1095.83,515.01,-61.4,103.82,-109.56,-0.24,-1.59,-58.53,-113.46,-432.86,-597.72,-329.28,158.02,233.28,-137.33,-49.26,26.49,40.41,0,0,1
-4,-3.55,-0.89,0.95,-0.21,-0.07,-0.01,-0.05,-0.11,-0.1,4,4,3.34,2.78,1.15,1.03,1.39,1.22,0.86,0.85,-1.56,-4,-2.92,-0.37,-0.64,-0.62,-0.41,-0.18,-0.15,-0.43,1021.67,490.6,27.47,2.08,14.89,0.24,-76.72,-83.31,-82.03,-59.51,1120.24,323.61,55.6,-99.18,1.83,16.72,-4.94,-27.34,-23.19,-31.98,-128.97,35.22,200.81,60.97,-108.28,-15.69,8.97,-30.4,-42.18,-17.88,0,0,1
-3.32,-4,-1.45,-0.67,0.15,0.59,0.52,0.66,0.67,0.69,3.96,3.55,1.28,0.31,0.78,0.69,0.25,0.06,0.46,0.51,0.48,-3.33,-3.98,-2.25,-0.93,-0.34,-0.54,-0.77,-0.63,-0.75,511.35,670.47,507.63,-70.31,-131.9,-23.68,-16.72,-81.12,-88.32,-91.61,830.38,1016.97,100.28,73.49,-69.15,-91.8,-27.47,-20.26,-71.11,-90.45,-441.04,-416.26,-184.08,-14.53,102.17,33.57,-18.68,36.25,61.4,51.39,0,0,1
-2.53,-1.23,0.44,0.04,-0.3,-0.05,-0.11,-0.19,-0.23,-0.16,2.39,2.35,2.95,1.91,1.03,1.26,1.31,1.14,0.99,1.03,-3.25,-1.82,-0.76,-1.19,-0.55,-0.31,-0.19,-0.58,-0.59,-0.72,457.4,208.92,-33.02,-126.34,-17.33,13.73,-75.99,-115.11,-71.17,-108.95,54.57,-68.05,22.64,73.24,-87.71,-79.04,-35.16,-21.61,-96.13,-65.61,-6.77,172.06,133.97,-80.32,-56.21,-31.31,-29.79,-42.48,-65.49,-44.8,0,0,1
-2.13,-4,-4,-1.41,-0.37,0.18,0.26,0.25,0.23,0.3,3.74,4,3,0.81,1.41,1.39,1.12,1.09,1.26,1.29,1.39,-0.05,-4,-3.18,-1.83,-0.55,-0.39,-0.76,-0.67,-0.32,326.23,469.42,760.38,217.71,-119.75,-161.93,-73.49,-58.9,-122.25,-205.51,731.63,1121.83,807.37,30.88,-38.7,-129.39,-110.96,-126.65,-201.11,-218.99,-186.71,-462.28,-250.31,-29.91,98.08,80.14,-6.59,-13.24,1.65,1.53,0,0,1
-0.78,-0.84,-3.09,-4,-1.35,-0.78,0.1,0.22,0.06,-0.13,2.89,3.28,3.44,4,3.37,1.7,2.13,1.65,1.27,0.96,3.64,4,2.06,-2.09,-3.9,-0.75,-1.78,-0.86,-0.46,-0.4,-381.71,-5.68,625.37,866.39,350.77,280.46,167.72,-91,-128.85,-94.3,10.62,346.5,730.41,761.54,302,-30.52,59.14,-42.36,-31.19,-92.53,28.38,-153.38,-269.84,-110.29,154.36,41.81,71.04,-0.98,-33.33,-48.52,0,0,1
-3.92,-2.98,-0.83,-0.55,-0.05,0.45,0.55,0.63,0.91,0.94,3.63,3.04,1.99,0.45,0.3,0.41,0.25,0.13,0.33,0.39,-0.66,-2.49,-3.36,-1.97,-0.46,-0.22,-0.38,-0.19,-0.11,-0.12,478.58,632.75,432.37,-56.15,-99,-64.27,-34.55,-43.64,-75.99,-77.39,843.75,587.04,219.91,-43.95,-155.64,-86.12,-81.67,-115.3,-77.27,-72.2,-436.65,-341.06,-153.87,-106.45,-5.49,34.55,5.74,25.45,59.2,48.95,0,0,1
-2.18,-3.98,-1.58,-0.46,-0.02,0.48,0.46,0.45,0.59,0.74,4,4,3.01,2.37,1.24,0.76,0.2,-0.3,-0.37,-0.39,3.59,0.41,-2.04,-1.87,-1.43,-1.39,-0.78,-0.31,0,-0.04,627.5,671.69,474.12,255.74,82.95,30.94,-9.83,-20.39,-19.47,-63.96,606.38,790.34,429.38,194.27,180.73,88.38,-8.36,-64.7,-71.11,4.21,-142.52,-206.3,-43.4,-60.67,-20.81,-15.26,-59.27,-53.65,-15.08,25.94,0,0,1
-1.7,-3.24,-4,-4,-3.19,-1.74,-0.35,0.1,0.24,0.22,2.62,4,4,4,3.52,1.99,1.51,1.23,1.05,0.94,3.69,3.85,1.55,-2.24,-2.9,-3.04,-3.14,-1.02,-0.2,-0.42,-219.06,201.54,448.97,752.56,479.49,4.94,81.85,-131.1,-163.45,-59.33,182.5,599.12,889.95,939.27,269.1,406.56,183.04,-124.02,-51.27,-92.29,54.5,-229.74,-442.93,-368.23,-27.4,85.33,21.3,3.97,25.76,18.25,0,0,1
-3.51,-4,-4,-2.37,-1.55,0.08,-0.05,0.11,-0.07,-0.34,1.58,2.04,4,4,2.79,2.67,1.74,1.47,1.32,1.12,2.23,0.99,-3.9,-3.35,-3.57,-2.3,-0.13,0.12,-0.22,-0.68,41.2,425.72,1086.3,372.25,16.3,-18.13,-270.75,-183.78,-45.1,-21.06,665.77,928.47,827.03,157.47,277.77,-117.19,-134.4,-99.49,-72.51,-51.45,-386.6,-377.75,-236.21,215.64,127.2,72.45,-2.5,9.22,-53.1,-83.19,0,0,1
-4,-4,-3.78,-1.81,-0.53,0.31,0.39,0.38,0.31,0.42,4,4,3.37,1.35,0.91,1.2,1,0.82,0.71,0.87,0.55,-0.59,-2.39,-3.71,-1.95,-0.72,-0.45,-0.39,-0.56,-0.47,527.65,448.3,331.97,291.5,-59.33,-211.24,-131.23,-57.98,-108.4,-136.11,1053.77,930.73,638.92,110.17,-80.08,2.5,-107.42,-107.48,-75.56,-119.81,-279.66,-216.74,-109.19,-153.02,30.58,105.35,82.21,33.08,65.92,104.8,0,0,1
-3.66,-4,-4,-1.87,-1.11,-0.81,-0.72,0.29,0.01,-0.23,1.99,3.58,4,3.74,2.72,1.68,1.09,1.41,1.28,1.03,2,-0.13,-2.69,-2.78,-4,-1.6,0.5,-0.15,-0.2,-0.27,318.12,771.36,868.29,58.84,51.57,-126.83,-278.2,-101.38,9.83,-5.86,683.96,940.25,918.21,260.07,355.71,-235.35,-230.71,-25.82,-106.75,-81.79,-345.03,-207.28,61.46,154.66,66.35,-67.38,6.84,97.47,-33.26,-87.04,0,0,1
-4,-4,-3.21,-1.53,-0.83,0.33,0.39,0.35,0.44,0.62,4,4,3.37,0.74,0.6,1.38,0.99,0.64,0.6,0.97,-0.4,-1.96,-3.62,-3.91,-1.75,-0.41,-0.62,-0.55,-0.45,-0.19,555.3,711.36,597.23,51.39,-123.6,-118.9,-52.73,-64.45,-137.21,-139.4,1031.62,915.95,618.41,269.23,-88.87,-71.78,-106.87,-154.85,-147.03,-124.88,-537.9,-432.5,-245.48,-59.94,129.58,136.66,54.2,32.65,66.16,67.5,0,0,1
-2.73,-4,-4,-4,-4,-2.41,-0.97,-0.59,-0.14,-0.1,1.85,3.03,2.95,1.47,0.06,-0.85,-0.62,-0.02,0.73,1.15,4,4,0.32,-2.06,-3.63,-4,-2.19,-1.39,-1.39,-0.71,-183.84,30.52,224.18,6.16,-41.81,29.66,-92.9,5.25,-5.62,-19.96,-94.79,469.06,873.35,873.11,909.3,386.35,60.73,-41.08,-86.12,-125.61,-15.5,-24.17,-219.48,-357.91,-281.25,-203.8,1.34,100.77,132.81,93.38,0,0,1
-4,-4,-1.55,-0.79,-0.08,0.29,0.37,0.39,0.31,0.19,1.56,0.34,-1.06,-1.23,-0.15,-0.07,-0.29,-0.27,0.08,0.28,-1.87,-3.1,-3.79,-1.4,-0.71,-0.89,-0.79,-0.7,-0.75,-0.79,-132.45,-18.55,55.79,-93.02,-6.29,-46.26,-19.84,-30.09,-42.97,-47.24,1057.92,778.69,214.97,-30.03,-41.38,-13,-65.55,-89.66,-115.17,-159.42,-448.73,-494.02,-357.97,-79.22,48.65,35.95,46.08,99.55,162.35,243.16,0,0,1
-2.49,-3.41,-4,-4,-3.58,-1.32,-2.51,-0.77,-1.1,-0.38,1.8,1.62,2.47,3.53,3.11,3.84,-0.09,0.3,1.41,1.88,3.53,4,2.11,-4,-4,-0.64,-2.2,-3.04,-0.42,-0.11,-428.47,-342.35,483.09,946.23,-200.44,-240.48,-90.45,1.04,-90.45,-75.13,127.32,509.03,929.69,792.11,520.32,163.21,438.05,-103.7,-307.68,-141.78,-103.39,-249.51,-296.57,142.03,318.85,113.77,-221.92,47.91,92.16,51.27,0,0,1
-1.33,-0.71,0.06,0.16,0.11,0.16,0.18,0.24,0.13,0.15,2.43,0.25,0.78,1.18,0.76,0.75,0.8,0.97,0.91,0.82,-3.86,-2.55,-1.96,-0.81,-0.48,-0.49,-0.5,-0.38,-0.37,-0.7,-34.48,-80.57,-4.46,-32.78,-19.04,-16.78,-71.41,-41.63,-19.23,-99.55,354.37,171.63,0.12,-77.58,-73.55,-80.87,-82.28,-106.14,-107.42,-60.85,-36.8,-80.75,32.47,7.51,-8.79,9.52,35.22,31.86,24.78,37.9,0,0,1
-2.26,-2.81,-4,-4,-4,-3.01,-1.4,-0.43,0.1,0.22,2.64,4,4,3.67,1.95,0.2,-0.46,0.15,0.66,0.53,2.73,3.92,1.67,-1.86,-3.38,-3.54,-2.98,-1.7,-1.05,-0.87,-150.88,17.82,376.53,481.81,373.78,70.19,-1.04,-10.8,-50.17,-43.33,7.26,237.49,853.64,1066.71,760.25,500.79,184.69,-62.07,-82.64,-100.59,45.23,-88.01,-498.47,-622.99,-376.46,-173.89,-20.69,90.64,83.98,58.84,0,0,1
-2.31,-3.6,-4,-4,-4,-2.2,-0.81,-0.28,0.05,0.11,2.16,2.94,3.01,2.04,1.58,2.03,1.2,0.9,1.06,0.87,3.21,2.99,1.49,-2.17,-3.04,-3.77,-3.03,-1.24,-0.58,-0.42,-91.55,40.89,177.37,443.24,151.12,161.01,30.7,-70.01,-50.48,-23.44,312.99,579.83,882.63,779.3,575.68,310.79,99.12,-46.02,-72.08,-74.46,-12.15,-135.5,-323.55,-254.82,-3.3,22.77,-10.31,29.72,22.71,3.54,0,0,1
-4,-4,-4,-2.43,-1.26,-0.45,-0.02,0,-0.06,0.02,2.11,2.69,2.21,2.37,0.42,0.94,1.59,1.14,0.81,0.92,2.19,-0.43,-3.33,-4,-3.82,-1.71,-0.43,-0.15,-0.27,-0.35,8.54,353.94,106.57,-96.01,29.66,-50.9,-57.07,-29.91,-32.71,-70.37,714.78,837.77,721.8,387.88,112.92,-121.4,-137.7,-100.22,-92.83,-85.39,-132.57,-152.53,-0.85,34,-66.71,41.56,42.54,-24.17,-28.87,-7.93,0,0,1
-3.9,-4,-3.95,-1.78,-0.52,-0.16,0.11,0.11,0.19,0.25,3.1,2.22,0.85,0.74,1.1,0.9,0.95,0.71,0.93,0.92,1.12,-0.62,-4,-4,-2.76,-1.33,-0.55,-0.32,-0.46,-0.46,109.01,128.72,266.91,77.39,-15.08,-46.45,-70.43,-37.84,-49.19,-58.11,714.66,867.13,510.01,227.23,7.14,-84.23,-86.3,-94.12,-89.84,-90.21,-178.28,-351.93,-105.59,-11.96,33.81,19.71,11.96,14.04,31.31,28.93,0,0,1
-1.8,-3.38,-4,-4,-3.95,-1.64,-0.13,0.26,0.41,0.39,2.5,2.77,2.39,1.84,1.48,2.12,1.26,1.06,1.26,0.96,3.43,3.36,1.07,-1.17,-3.71,-3.75,-3.19,-1.91,-0.55,-0.52,35.71,87.4,310.67,396.61,168.82,285.28,65.31,-32.47,-63.17,10.99,265.01,544.43,750.31,637.88,556.58,161.74,131.9,-86.91,-32.65,-46.2,-67.5,-249.33,-330.51,-190.37,27.95,103.09,55.91,51.09,16.91,0.31,0,0,1
-1.71,-1.84,-4,-4,-4,-2.8,-1.05,-0.06,0.31,0.39,3.36,4,4,3.78,3.03,1.46,0.51,0.47,0.55,0.3,2.12,3.46,1.05,-1.03,-2.22,-4,-2.87,-1.57,-1.18,-1,74.89,314.7,544.25,521.06,523.74,400.82,107.18,39.73,-33.02,-68.54,149.72,344.85,817.5,809.75,750.73,493.16,47.61,-71.11,-32.29,-73.49,75.26,-74.34,-515.2,-532.53,-474.3,-259.03,-30.52,23.86,40.65,37.41,0,0,1
-4,-4,-3.32,-1.42,-0.65,-0.54,-0.01,-0.17,-0.33,-0.36,1.97,2.17,1.78,1.44,1.37,1.3,1.72,1.28,0.81,0.77,-1.31,-3.19,-3.1,-3.41,-2.12,-0.49,-0.32,-0.65,-0.65,-0.64,448.97,314.45,46.75,144.23,13.37,-108.95,-110.35,-38.09,-64.33,-73.36,919.31,784.67,481.57,80.08,-145.51,-182.56,-123.11,-89.23,-90.58,-112.85,-325.38,-218.75,1.53,14.89,34.06,62.38,51.76,-84.47,-91.98,-54.38,0,0,1
-4,-4,-4,-4,-1.74,-0.5,0.37,0.38,0.37,0.62,4,4,4,1.55,-0.37,0.31,1.23,0.45,-0.15,-0.09,2.94,-0.73,-2.74,-3.85,-4,-1.61,-0.32,-0.39,-0.3,-0.07,375.06,581.6,561.16,358.46,-23.93,-154.85,-171.75,-65.25,-43.27,-114.2,766.85,1197.75,1078.06,656.8,204.71,-114.5,-133.36,-110.47,-121.09,-80.2,-295.17,-607.97,-502.38,-304.93,-9.34,129.64,106.99,-15.44,-20.02,35.77,0,0,1
-2.62,-3.71,-4,-4,-4,-1.63,-0.41,-0.11,0.02,-0.02,1.84,4,4,2.62,2.98,2.51,1.65,1.26,1.18,1.05,3.77,4,2.14,-3.59,-3.72,-4,-3.18,-1.51,-0.79,-0.51,-292.66,-91.37,502.32,561.28,-61.52,242.68,-18.37,-92.16,-81.97,-58.23,4.58,417.42,1060.85,893.37,529.48,277.83,51.88,-63.17,-99.12,-122.44,43.33,-76.05,-371.03,-27.89,144.96,75.38,-0.49,-20.2,-24.66,-36.13,0,0,1
-1.82,-3.02,-4,-3.94,-3.8,-1.58,-0.15,0.3,0.54,0.42,2.62,3.31,3.43,3.77,2.32,3.17,1.67,1.29,1.41,0.99,3.04,3.91,1.72,-2.13,-2.65,-3.91,-3.08,-1.56,-0.86,-0.55,22.52,139.47,425.72,686.95,36.87,384.77,283.75,-131.41,-84.47,-32.41,205.02,444.7,843.08,641.24,694.95,234.01,33.63,12.94,-34.3,-80.2,17.46,-119.08,-252.62,-53.04,3.05,52.49,-9.46,34.42,13.43,-24.6,0,0,1
-4,-2.54,-0.18,-0.53,-0.35,-0.08,-0.28,-0.39,-0.27,-0.24,3.77,2.98,1.93,1.16,1.6,1.74,1.27,0.75,0.81,1.02,-2.86,-2.56,-4,-1.51,-0.58,-0.67,-0.44,-0.21,-0.46,-0.61,179.87,-242.98,183.53,-146.3,-200.81,-43.58,-57.31,-98.57,-53.65,-31.25,410.4,506.1,215.21,-155.4,-80.44,-131.96,-149.9,-114.5,-123.47,-154.91,224.61,-23.86,-86.49,-53.59,45.1,12.63,-44.49,-34.91,-13.67,-0.55,0,0,1
-4,-4,-2.07,-1.06,-0.49,-0.58,-0.47,-0.46,-0.56,-0.59,1.95,3.22,4,1.39,1.07,1.25,1.52,1.58,1.36,1.02,-1.5,-3.66,-3.42,-2.3,-2.36,-1.21,-0.84,-0.7,-0.63,-0.7,617.37,708.31,94.48,-265.32,29.17,-38.88,-116.03,-39.73,-78.19,-102.11,930.6,671.02,288.09,315.37,36.99,-123.23,-104.37,-205.38,-202.64,-202.7,-191.22,191.41,152.34,-118.9,-50.6,-3.6,22.28,-7.57,-32.59,-22.71,0,0,1
-1.89,-1.83,-4,-4,-3.33,-1.26,-0.18,0.07,0.44,0.89,3.82,4,4,3.15,0.7,0.17,0.73,0.71,0.45,0.71,1.66,3.39,0.39,-3.94,-4,-4,-2.47,-0.76,-0.42,-0.45,-70.07,174.87,627.32,682.25,201.17,112.37,-26.86,-132.93,-120.73,-85.21,297,400.94,989.81,809.63,420.96,103.52,-127.75,-134.09,-79.47,-78.06,-9.16,-355.35,-710.82,-473.39,-174.99,28.63,49.87,32.71,66.65,94.91,0,0,1
-3.66,-4,-4,-2.85,-0.25,0.35,0.25,0.1,-0.12,-0.22,1.77,2.76,4,2.77,3.21,2.82,1.91,1.41,1.3,1.08,2.19,-0.24,-4,-3.77,-3.1,-0.52,-0.03,-0.42,-0.47,-0.3,170.29,528.38,754.27,398.86,2.5,-117.86,-58.72,-42.66,-53.04,-51.51,661.07,1006.1,875.85,287.23,35.95,-127.75,-15.69,14.22,-9.7,-39.73,-213.13,-200.13,-115.84,68.05,200.44,85.33,12.02,-50.72,-49.93,-63.11,0,0,1
-4,-4,-1.67,-0.25,0.31,-0.01,0.02,0.05,-0.01,-0.05,3.11,4,3,2.93,2.22,1.25,1.02,1.09,1.03,0.9,-0.31,-3.18,-4,-2.14,-0.77,-0.22,-0.16,-0.3,-0.28,-0.32,447.75,696.04,63.72,-167.66,-41.87,-34.97,-51.51,-56.21,-57.68,-91.06,884.28,784.97,294.43,-46.51,-215.52,-171.94,-65.12,-26.92,-37.11,-15.08,-192.38,-17.76,235.47,198.67,39.31,-61.4,-40.53,-43.95,-50.96,-55.3,0,0,1
-2.51,-2.48,-3.04,-4,-4,-1.39,-0.2,0.31,0.13,0.1,2.48,3.94,4,3.69,2.08,2.23,1.35,1.02,0.86,0.77,2.99,3.5,1.82,-1.51,-4,-3.43,-3.17,-1.77,-0.98,-0.42,-314.88,7.51,371.52,552,836.73,402.28,14.83,-3.72,-85.69,-152.77,-90.39,171.26,727.17,957.34,716.74,319.64,252.81,-71.66,-151.61,-140.69,-3.11,-25.27,-366.88,-548.34,-291.93,135.8,39.92,-9.46,-34.36,-6.9,0,0,1
-4,-4,-4,-3.21,-0.92,-1.29,-0.48,0.45,-0.09,-0.41,1.84,3.17,4,4,2.32,1.44,1.74,2.31,1.46,0.79,3.18,0.8,-4,-1.94,-4,-0.9,0.91,-0.55,-0.17,-0.34,-76.9,758.3,1213.26,-412.72,-7.14,72.81,-256.65,-95.89,-1.1,-6.1,595.58,957.34,644.04,545.53,487.12,-505,-205.44,-105.22,-88.81,-52.19,-450.32,-438.66,416.75,358.83,-66.59,-62.01,156.68,28.87,-118.16,-127.38,0,0,1
-4,-4,-4,-3.31,-2.06,-1.02,-0.1,0.39,0.69,0.55,4,4,4,3.69,1.33,0.02,-0.14,0.11,0.55,0.37,0.79,-2.4,-1.85,-1.46,-4,-3.31,-1.38,-0.86,-1.19,-0.82,518.31,702.03,553.04,195.25,-11.11,23.62,-37.54,-128.78,-58.72,-38.94,1067.38,1047.18,590.27,310.61,481.69,57.8,-122.38,4.52,25.57,-65.06,-393.49,-448.73,-352.23,121.46,-86.67,-158.33,-7.57,98.02,79.9,3.85,0,0,1
-2.82,-4,-4,-4,-2.34,-1.79,-1.1,-0.39,0.28,0.54,3.37,3.41,3.25,2.55,2.49,1.4,-0.03,-0.41,-0.26,-0.08,1.82,1.47,-0.43,-3.18,-4,-2.98,-2.9,-1.93,-1.14,-0.9,127.08,358.64,399.35,694.52,376.1,25.51,-115.17,-87.65,-103.33,-115.6,254.76,680.11,1143.43,787.11,474,179.93,204.41,7.63,-48.65,-20.08,-199.52,-383.24,-544.31,-386.6,-226.99,-125.73,-97.17,15.14,85.33,101.99,0,0,1
-1.91,-2.85,-4,-3.93,-2.23,-1.84,-1.67,-1,-0.37,0.27,3.05,3.8,3.72,2.87,3.28,2.14,0.81,0.3,-0.16,-0.12,2.43,2.3,0.46,-2.53,-3.04,-2.5,-4,-4,-1.49,-0.93,52.67,197.2,355.96,480.1,609.44,266.6,130.8,38.15,-98.94,-175.6,194.76,443.73,757.14,897.58,492.68,385.8,420.23,-15.93,-118.41,-63.6,-38.21,-160.4,-310.06,-375.73,-347.35,-129.21,-69.03,-95.89,-17.15,94.67,0,0,1
-3.45,-4,-4,-4,-2.54,-1.39,-1.12,-0.75,-0.49,-0.33,-0.45,0.09,0.84,0.96,1.64,1.57,1.39,0.92,0.93,0.84,3.95,4,2.53,-1.91,-2.91,-2.93,-2.12,-1.42,-1.35,-1.09,121.46,99.85,-34.24,-24.48,-38.76,-111.33,-78.61,-11.96,-26.67,-4.94,273.99,507.02,903.93,820.07,554.87,333.44,144.84,47.36,-10.56,-61.28,101.62,342.71,319.46,267.27,232.85,96.07,4.88,-7.08,-13.85,-5.25,0,0,1
