0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
-4,-4,-4,-3.31,-1.35,-0.43,-0.08,-0.08,-0.1,-0.06,4,-3.23,-1.29,-2.42,-1.67,-0.86,-0.53,-0.26,-0.04,0.58,-1.36,-1.45,-0.68,-0.59,0.74,0.56,-0.18,-0.94,-0.83,-0.88,-117.19,221.86,-156.19,37.84,-29.36,-7.45,111.57,89.42,36.25,17.64,241.52,-138.85,-64.45,-61.89,-146.3,28.38,60.06,64.15,-0.67,4.76,-1981.93,-1079.41,-451.6,-114.93,99.67,181.76,207.28,233.52,316.96,355.04
-4,-4,-4,-2.82,-1.13,0.18,0.58,0.51,0.33,-0.15,4,-2.1,-3.41,-2.73,-1.14,-0.27,-0.15,0.16,0.06,-0.24,-3.96,-3.38,-2.8,0.21,1.46,-0.14,-0.95,-0.73,-0.85,-1.07,398.32,247.99,-42.97,-225.71,189.64,71.17,68.54,27.4,-32.96,-47.18,307.19,193.66,-2.81,-47,-245.97,108.22,37.6,-58.78,0.85,7.2,-2000,-1569.21,-472.41,-24.9,193.97,159.97,170.23,172.12,172.42,232.85
-4,-4,-4,-4,-4,-0.33,0.73,0.65,0.3,-0.06,4,4,-1.29,-3.92,-3.15,-0.23,0.14,-0.36,-0.29,-0.44,-1.17,-4,-1.3,-0.78,-0.28,0.81,0.03,-0.48,-0.61,-0.66,175.23,456.24,-57.5,80.02,284.97,142.94,15.99,16.24,26.18,5.49,-151.18,258.67,-111.76,3.85,-203.31,-191.71,70.37,93.75,52,59.08,-1440.12,-2000,-1871.83,-754.82,125.43,290.83,149.78,133.3,185.12,226.07
-4,-4,-4,-4,-4,-2.08,-0.24,0.29,0.04,-0.36,4,4,0.45,-2.01,-2.79,-1.72,-0.22,-0.13,-0.45,-0.47,-2.46,-4,-2.84,-1.97,-0.44,-0.02,0.32,-0.29,-0.38,-0.85,278.87,461.73,189.88,170.65,-99.12,278.08,-91,-108.15,20.26,72.75,-47.85,164.37,15.08,74.71,45.65,-462.28,-31.62,120,35.1,-41.2,-1491.88,-2000,-1626.89,-752.01,-81.67,241.27,336.67,240.11,244.14,365.84
-4,-4,-4,-3.67,-1.28,0,0.14,-0.02,-0.44,-1.18,4,1.1,-3.77,-3.15,-1.72,-0.51,-0.78,-0.57,-0.67,-1.3,-4,-2.63,-3.07,0.6,0.51,-1.16,-1.21,-0.72,-0.78,-1.28,524.29,118.96,260.5,-224.67,81.3,23.93,-28.44,-23.32,9.58,23.19,-78.12,187.99,112.06,-132.14,2.99,149.66,61.71,11.41,52.98,-33.26,-1999.88,-1860.17,-717.16,-186.95,146.24,156.19,121.89,169.74,188.66,396.12
-4,-4,-2.39,-0.75,0.34,0.35,0.25,0.04,-0.16,-0.47,-0.02,-2.37,-2.86,-1.13,-0.28,-0.5,-0.44,-0.35,-0.29,0.35,-3.85,0.13,-0.73,0.21,-0.71,-0.93,-0.6,-0.61,-0.64,-0.78,415.1,-150.15,103.58,122.13,16.3,49.01,17.46,-19.96,26.49,49.32,55.24,76.23,-20.94,-139.53,104.92,34.42,1.34,59.75,37.66,-11.47,-1098.33,-370.3,-61.77,191.47,173.1,167.72,194.82,223.63,298.65,407.96
-4,-2.95,-1.04,-0.11,0.21,-0.09,-0.65,-0.87,-0.85,-1.48,-2.77,-2.7,-1.06,-0.25,-0.52,-0.46,-1.05,0.06,0.17,0.02,0.96,1.47,0.18,-0.53,-0.39,-0.24,-0.77,-0.78,-0.58,-0.93,-349.49,8.67,239.2,10.5,-7.39,73.12,62.93,13.49,74.65,11.96,49.07,-12.27,-84.96,53.41,43.58,11.9,-4.88,15.44,-8.73,-29.48,-517.15,-16.72,220.21,230.83,233.28,244.2,294.19,477.97,446.72,499.08
-4,-3.13,-1.36,0.01,0.55,0.38,0.08,-0.46,-0.71,-1.25,-2.63,-2.51,-1.5,-0.19,-0.6,-0.38,-0.85,-1,0.09,-0.21,-1.12,-1.6,-0.31,0.18,-0.18,-0.55,-0.82,-0.75,-0.66,-0.63,34.55,117.49,123.66,-81.05,-4.82,-13.49,-12.21,26.55,-18.19,-46.51,146.18,43.4,-239.44,14.28,21.18,65.67,63.6,-8,-17.09,13.85,-578.31,-103.58,201.54,155.58,147.16,142.33,130.55,314.76,431.09,466.98
-4,-4,-2.63,-0.99,-0.42,-0.16,-0.1,-0.19,-0.62,-0.67,-2.36,-2.43,-1.12,-1.75,-0.82,-1.01,-1.05,-0.83,-0.94,-0.03,-1.63,-3.04,-0.33,0.18,0.13,-0.52,-0.95,-0.97,-1.06,-0.5,170.47,310.55,-280.94,-46.02,10.5,-10.93,28.38,17.46,-7.26,2.56,-105.77,-32.96,106.26,-52.98,-31.98,76.17,43.76,-17.21,-46.63,-66.28,-1612.3,-432.86,-225.1,-6.1,60.67,54.38,131.84,228.45,323.12,438.6
-4,-4,-4,-4,-2.53,-0.54,0.39,0.76,0.5,0.22,4,3.9,-0.49,-3.08,-1.82,-0.66,-0.14,-0.09,-0.38,-0.59,-4,-3.54,-1.84,1.37,-0.34,-0.06,-0.31,-0.59,-0.55,-0.42,668.21,96.56,159.85,-93.87,280.76,96.5,-22.64,13.98,16.05,-1.22,-168.7,-60.91,-125.55,21,-133.91,-99.12,80.51,54.81,46.2,44.86,-1853.21,-1904.66,-762.88,-272.22,110.53,269.41,254.15,163.82,151.25,185.12
