0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
-4,-4,-4,-0.9,-2.29,-1,-0.25,-0.66,-0.27,-0.4,1.74,4,4,4,0.57,1.09,1.37,0.65,1.18,1.29,2.8,4,4,4,2.75,0.47,0.57,0.96,0.19,0.23,768.68,608.58,-117.86,182.25,-230.41,265.75,-59.08,15.93,12.39,-84.11,-327.15,-706.79,-232.3,-432.43,224.98,-27.4,31.43,38.39,58.47,39.98,957.58,943.42,798.28,354.86,-95.28,149.66,71.11,24.84,21.18,-28.75
-4,-4,-1.68,-1.37,-0.14,-0.16,-0.08,-0.21,-0.29,-0.36,4,4,4,2.17,1.34,0.98,0.91,0.8,1.11,1.43,3.24,3.08,2.69,1.87,1.01,1.14,1.21,0.97,0.55,0.73,179.99,-131.77,131.84,-112.98,81.3,-108.95,-81.12,-47.36,-13.79,-68.6,-413.7,-178.83,-176.64,112.18,-47.67,21.91,14.28,40.1,16.97,12.7,827.33,768.43,386.66,-46.51,56.09,13.73,-12.27,-29.48,-62.07,-136.23
-4,-4,-1.01,-0.36,-0.23,-0.08,-0.09,-0.24,-0.36,-0.55,4,4,3.74,0.84,0.94,1.12,0.82,0.83,1.1,1.14,4,-0.02,1.92,0.93,0.89,1.37,1.01,0.47,0.63,0.68,-137.08,47.55,-105.22,97.66,-107.73,-82.52,-93.93,-38.39,-25.15,-74.83,-343.63,74.16,-42.6,-41.14,-8.85,-21.36,31.37,28.08,-3.54,11.41,913.02,808.29,-96.98,76.78,89.05,46.33,0.67,-19.53,-60.73,-109.56
-4,-4,-0.85,-1.8,-0.46,-0.09,-0.31,-0.3,-0.5,-0.54,4,4,4,1.88,1.92,1.5,0.93,0.82,0.82,0.95,4,3.44,2.85,0.45,0.78,1.24,0.92,0.45,0.59,0.74,-6.77,26.92,28.69,47,-72.2,-130.92,-43.4,-44.74,-83.92,-53.71,-332.15,-292.79,-31.43,-6.1,-27.59,29.11,46.75,43.27,49.44,33.26,887.15,647.03,278.2,106.87,70.25,15.93,-36.44,-59.45,-79.47,-114.93
-4,-4,-4,-2.75,-1.71,-0.71,-0.13,-0.19,-0.47,-0.49,4,4,4,4,2.4,1.3,1.59,1.28,0.8,0.82,1.11,3.37,1.95,-0.61,0.45,0.78,0.59,0.84,0.7,0.39,302.43,134.22,-586.98,537.9,-205.99,-58.53,82.4,-87.1,-107.3,-40.47,-165.22,-415.77,332.46,-150.27,45.59,-55.85,-68.79,8.54,67.14,67.2,1320.86,1217.29,760.19,373.35,-125.37,107.36,46.26,-21.06,-50.35,-46.88
-3.72,-4,-4,-4,-4,0.32,-2.64,-0.57,-0.06,-0.24,-3.5,-4,-0.22,4,4,4,0.04,0.91,1.19,0.73,0.83,1.36,0.81,4,3.94,3.03,0.58,0.89,1.58,1.05,-154.42,64.82,471.13,128.05,14.28,51.15,-49.87,-32.17,-151,-105.47,92.71,217.16,-286.5,-572.45,-247.44,-142.33,106.32,-80.38,-35.77,42.36,205.99,734.19,1182.37,1065.73,1085.57,222.84,-174.99,52.49,36.01,-8.91
-4,-4,-4,-4,-3.89,-0.8,-0.7,-0.29,0.06,-0.15,-3.29,-2.26,2.81,4,4,4,2.2,1.21,1.46,1.08,1.01,2.5,2.16,4,1.34,1.07,1.46,0.73,1.06,1.19,-113.28,170.23,651.37,6.29,-175.48,173.03,-90.76,27.59,-127.93,-100.04,166.75,20.87,-346.19,-468.99,267.46,-217.65,-18.98,-29.66,-4.15,35.52,191.47,759.16,1064.7,993.53,750.18,302.25,1.46,62.5,21.36,-42.18
-4,-4,-4,-4,-4,-1.23,-1,-0.35,0.03,-0.12,-2.81,-3.16,1.55,4,4,4,1.19,0.06,0.68,0.6,1.17,1.02,0.48,4,4,1.83,2.48,1.11,1.47,1.1,-216.25,68.73,549.99,191.28,-55.24,64.27,-10.56,-31.92,-71.35,-10.93,235.78,404.72,-227.66,-453.12,-67.14,-170.04,-4.46,13.43,-4.76,48.16,140.44,678.22,1217.22,1251.28,846.62,158.02,-105.29,-10.93,25.02,-27.71
-4,-4,-4,-4,-2.51,-0.47,-0.74,-0.38,-0.41,-0.31,-3.44,1.33,4,4,4,3.79,1.7,1.23,0.71,0.93,2.49,3.07,4,2.38,3.23,2.13,0.31,0.26,0.79,0.65,273.93,618.35,472.29,44.43,78.61,-86.24,106.99,-38.76,-58.65,-34.73,-4.15,-287.23,-499.94,-18.19,-285.28,42.66,62.44,7.26,34.48,57.92,615.36,1056.4,1025.63,791.38,392.58,90.15,22.28,-19.78,-12.88,-8.24
-4,-4,-4,-4,-4,-0.54,-2.77,-0.7,-0.26,-0.3,-3.22,-1.4,2.16,4,4,4,1.18,1.92,1.61,1.18,1.29,1,0.93,4,4,3.99,1.17,0.29,0.76,1.12,-211.61,291.14,381.04,230.16,-314.21,290.59,-281.07,188.78,-162.23,-177,130.37,77.58,-599.24,-748.23,-246.7,-418.33,293.27,-72.08,4.27,23.01,21.36,674.32,1125,1042.11,1026.73,495.48,-87.46,180.11,74.46,62.87
