0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
-4,-4,-2.92,-1.49,-0.96,-0.21,-0.19,-0.57,-0.97,-1.25,3.51,4,4,2.21,1.81,2.86,2.28,1.59,1.47,1.49,0.38,-0.95,-2.13,-1.87,-0.33,-0.57,-0.59,-0.57,-1.01,-1,749.39,605.53,719.24,-98.27,-61.28,77.51,48.77,52.67,74.52,144.84,281.37,406.49,4.76,-102.42,-114.5,-65.43,-60.36,-30.15,-49.68,-130.74,683.23,937.01,665.71,-30.82,156.86,130.62,-35.58,-112.67,-170.35,-249.57
-4,-4,-0.72,-1.33,-0.68,-0.11,-0.11,-0.8,-1.08,-1.08,2.69,4,4,1.45,2.43,3.16,2.31,1.72,1.56,1.74,-2.06,-1.64,-3.22,-0.84,-0.34,-0.29,-0.38,-0.6,-0.73,-0.56,409.42,558.96,443.24,-244.57,106.93,118.96,50.96,133.12,52.61,36.01,433.29,157.47,71.66,-56.09,-74.34,-67.2,-30.7,-27.71,-11.23,-51.15,717.22,930.18,406.74,83.68,218.57,163.39,-11.9,-134.09,-164.61,-184.39
-4,-3.56,-2.32,0.02,0.11,0.09,-0.02,-0.22,-0.61,-0.77,2.84,4,4,4,2.07,1.59,2.16,1.75,1.31,1.27,1.75,1.82,0.04,-0.16,-0.94,-0.77,-0.82,-0.93,-1.13,-1.19,523.74,487.73,619.75,224,16.48,-36.19,-62.62,-116.58,-45.59,-65.8,-45.72,102.97,-277.83,-150.39,-7.87,-13.43,-0.12,16.6,-9.64,-6.35,808.17,674.32,370.42,99.73,0.37,21.36,6.1,-62.32,-127.69,-108.15
-4,-4,-1.07,-0.33,-0.33,-0.08,-0.11,-0.5,-0.87,-1.01,3.01,4,4,2.52,1.73,2.18,2.12,1.53,1.37,1.41,-0.53,0.24,-0.55,-0.78,-0.41,-0.46,-0.22,-0.49,-0.67,-0.89,774.6,367.98,376.04,58.41,-46.75,25.88,-15.56,-8.3,-1.89,29.11,-147.95,-240.91,-82.15,-63.29,-15.14,-25.33,-45.17,18.01,35.34,-3.6,547.18,922.18,463.38,37.23,108.58,98.69,22.03,-74.46,-109.44,-138.85
-4,-4,-2.76,-0.54,-0.1,0.08,0.04,-0.17,-0.47,-0.46,1.61,4,4,3.25,1.54,1.44,1.47,1.34,1.18,1.34,2.76,1.69,-0.76,-0.67,-0.73,-0.7,-0.39,-0.39,-0.51,-0.37,584.29,539.86,621.4,250.24,-12.02,21.12,-41.99,18.86,6.04,-9.16,42.36,126.65,-189.58,-215.33,-29.42,-54.81,-46.88,17.33,49.68,59.2,711.36,688.6,224.85,58.41,64.94,38.94,51.09,-21.36,-66.04,-60.49
-4,-4,-3.56,-1.22,-0.94,-0.52,-0.26,-0.56,-1,-1.22,0.64,4,4,3.69,1.83,2.14,2.14,1.63,1.41,1.49,-2.88,-2.04,-1.04,-2.23,-1.14,-0.56,-0.34,-0.68,-0.83,-0.87,645.32,536.19,541.5,162.41,7.14,87.46,36.99,73.97,52.98,58.11,580.26,299.38,136.05,118.53,11.78,-50.6,-32.41,-3.72,-7.63,-31.25,409.79,794.49,392.82,211.85,138.18,142.52,75.32,-65,-104.06,-145.63
-4,-4,-4,-4,-2.07,-0.02,0.05,-0.21,0.02,-0.44,-1.25,0.61,3.8,4,4,3.27,1.4,1.35,1.99,1.35,2.41,1.23,1.28,-1.39,-1.89,-1.11,-0.76,-0.64,-0.7,-0.93,357.97,485.53,215.21,617.13,497.8,-66.71,98.88,70.74,-48.77,8.73,177.12,254.15,268.74,274.84,-254.7,31.86,-37.78,-15.56,54.26,31.86,437.07,827.45,1033.14,400.27,202.51,264.95,2.32,42.36,16.72,-86.36
-3.85,-4,-4,-4,-3.28,-0.95,-1.6,-0.1,-0.21,-0.44,-1.6,-0.89,1.75,4,4,4,0.72,2.29,1.86,1.52,2.09,2.09,1.85,2.56,1.52,-1.73,-2.49,-0.41,-0.84,-0.91,336.36,458.86,547.55,306.76,522.83,372.56,178.47,-21.67,23.13,65.86,120.79,195.98,194.4,76.11,201.42,52.73,-41.5,-66.22,-53.22,-74.89,268.25,609.8,942.69,906.49,523.74,-90.52,-111.76,143.43,-14.65,-79.35
-4,-4,-3.17,-2.16,-1.37,-0.56,-0.61,-0.79,-0.88,-1.12,1.91,4,4,1.66,4,2.84,0.9,1.3,1.02,1.06,-1.32,-0.71,-1.97,-1.8,-0.78,-0.38,-0.39,-0.36,-0.02,-0.33,466.8,254.88,491.7,46.57,258.67,76.42,31.56,76.84,21.91,10.07,409.55,279.36,25.15,-17.15,-142.15,-47.18,-48.52,-46.2,-34.61,31.37,726.2,941.89,292.72,146.12,264.65,-70.98,-71.96,-76.17,-131.47,-148.56
-4,-4,-4,-4,-0.98,-0.82,-0.54,-0.27,-0.16,-0.46,0.86,2.74,4,4,4,2.4,0.79,2.19,2.08,1.38,2.39,3.67,1.59,3.4,-3.99,-1.6,0.21,-1.07,-0.57,-0.39,477.78,659.24,605.35,243.65,857.36,32.23,2.62,121.03,25.39,44.13,175.42,71.9,39.86,214.72,14.16,-251.16,-62.5,-14.4,-111.57,-19.41,389.04,562.74,909.48,853.82,64.39,-62.13,196.35,194.89,60.61,-76.78
