0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
-4,-4,-4,-4,-4,-4,-2.73,-1.93,-1.08,-0.87,3.56,4,4,2.56,0.37,-1.35,-0.54,-0.56,0.13,0,-0.35,-1.73,-1.53,-1.85,-0.56,1.73,1.58,0.98,1.11,1.17,62.93,145.63,176.64,-29.97,-362,-157.65,59.88,-9.89,30.94,20.75,88.26,30.82,-140.62,-23.68,-244.51,-354.86,-212.16,-30.64,-26.43,48.52,-501.83,-757.2,-1163.27,-1252.81,-730.04,-436.46,-232.3,-97.41,-18.49,-1.83
-2.05,-3.15,-4,-4,-4,-4,-4,-2.85,-1.75,-1.1,3.88,4,4,4,1.95,-0.25,-0.64,-0.79,-0.26,-0.08,-1.39,-2.17,-3.74,-3.74,-2.2,-0.44,1.21,1.1,0.78,0.97,179.75,174.56,328.61,192.57,-32.9,-120.85,-45.41,63.9,47.67,-16.42,67.99,28.81,-23.5,-186.52,-180.18,-300.11,-292.72,-132.75,-37.23,34.61,-219.18,-425.6,-841.37,-1074.77,-1075.87,-763.61,-398.8,-199.04,-57.01,-9.83
-3.29,-4,-4,-4,-4,-4,-3.26,-1.79,-1.25,-0.94,3.95,4,4,3.52,0.7,-0.89,-1.26,-0.72,-0.51,-0.23,-0.45,-1.35,-1.59,-1.43,-1.14,0.6,1.93,0.79,0.56,0.6,153.81,229.68,235.29,67.63,-92.53,-333.98,-95.89,153.93,61.58,27.04,94.36,183.65,75.87,79.28,-62.38,-136.47,-145.2,-41.2,39.49,45.96,-330.99,-557.07,-1019.65,-1163.94,-962.4,-693.79,-183.84,-74.83,-14.1,43.4
-3.13,-4,-4,-4,-4,-4,-3.19,-2.12,-1.58,-1.29,3.87,4,4,3.11,2.34,-0.75,-0.72,-0.74,-0.46,-0.3,-0.79,-2.12,-2.69,-1.97,-1.14,-0.7,1.16,1.14,0.96,1.04,34.24,220.64,259.34,321.17,56.76,-405.94,-168.64,25.51,-12.21,13.24,75.87,87.16,-69.76,-87.52,68.6,-55.54,-318.66,-91.49,-0.61,-25.82,-328.25,-576.54,-930.85,-1027.77,-1034.48,-610.23,-300.05,-174.99,-80.75,1.34
-3.06,-4,-4,-4,-4,-4,-4,-2.65,-1.88,-1.38,4,4,4,4,2.29,0.06,-0.59,-0.96,-0.74,-0.4,-0.69,-2.24,-3.58,-3.25,-2.28,-0.8,0.54,0.8,0.93,0.86,279.97,238.04,337.34,205.63,-8.36,-43.03,-9.77,-87.71,-35.46,18.37,59.14,128.17,15.75,-59.75,-58.9,-192.5,-120.42,-27.28,-39.18,-3.91,-236.94,-540.83,-1021.67,-1102.11,-1036.56,-749.76,-409.06,-187.68,-86.61,31.68
-3.22,-4,-4,-4,-4,-4,-3.59,-2.88,-2.14,-1.74,4,4,4,3.57,2.07,-1.26,-0.78,-1.45,-0.98,-0.56,-0.22,-1.94,-3.28,-2.53,-1.49,-0.22,1.38,1.32,0.84,0.6,82.4,243.35,271.61,170.1,-52.86,-295.41,39.79,0.12,29.79,64.33,112.24,138.67,13.18,-32.78,12.63,-194.03,-214.54,-66.1,37.78,34.12,-306.58,-510.5,-1011.54,-1107.24,-1058.47,-671.87,-272.95,-196.35,-3.36,89.6
-3.39,-4,-4,-4,-4,-4,-2.08,-1.52,-1.23,-1.02,4,4,4,2.48,0.87,-0.99,-0.77,-0.49,-0.32,-0.35,-0.58,-1.57,-1.85,-1.22,-0.62,0.75,1.21,0.71,0.51,0.66,283.63,254.39,107.3,39.49,-32.35,-264.16,-44.98,65.8,34.55,-8.79,42.36,200.26,51.57,-6.35,-43.27,-162.35,-111.39,-32.04,11.66,25.21,-433.17,-806.09,-1049.62,-994.45,-874.57,-395.14,-167.66,-85.94,-20.75,62.93
-2.89,-4,-4,-4,-4,-3.78,-2.5,-1.67,-1.24,-1.03,4,4,4,2.8,1.78,0.26,-0.36,-0.42,-0.31,-0.18,-0.78,-2.08,-2.03,-1.24,-0.63,0.47,1.38,1.32,0.96,0.71,128.23,80.38,14.77,20.57,2.32,-205.63,-177.73,-75.13,-21.12,-15.87,149.17,138.49,-150.51,-227.91,-214.36,-180.24,-162.96,-106.81,-8.48,67.63,-402.71,-726.5,-1038.76,-974.24,-822.45,-519.17,-240.78,-111.45,-58.23,1.22
-3.37,-4,-4,-4,-4,-4,-3.34,-2.29,-1.62,-1.09,4,4,4,2.38,-0.25,-1.14,-0.9,-0.8,-0.58,-0.32,-0.38,-1.9,-3.86,-4,-2.37,-0.3,0.41,0.45,0.68,0.93,177.98,248.84,437.07,137.76,162.9,138.49,41.02,14.28,12.21,-34.85,157.71,172.12,142.09,76.05,-117.68,-136.6,86.12,64.15,15.32,38.51,-294.62,-649.05,-1019.41,-1130.98,-957.7,-599.73,-352.84,-232.36,-82.7,-3.78
-2.9,-4,-4,-4,-4,-4,-3.37,-2.04,-1.47,-1.13,4,4,4,3.81,1.5,-0.53,-0.72,-0.84,-0.57,-0.43,-0.94,-3.01,-2.73,-1.43,-1.14,0.74,1.79,1.33,0.87,0.85,16.72,99.12,266.24,144.47,-57.43,-298.22,-96.13,54.02,83.8,32.65,109.99,114.69,-110.53,-94.36,-105.96,-180.91,-174.93,-90.09,-23.13,6.77,-336.91,-634.83,-949.4,-1152.59,-994.93,-580.26,-291.69,-168.09,-64.88,10.99
-2.43,-4,-4,-4,-4,-4,-3.99,-2.35,-1.33,-0.9,4,4,4,3.96,1.18,-1.88,-1.71,-1.08,-0.11,-0.05,-1.12,-3.57,-4,-3.28,-1.75,0.46,1.36,0.9,0.85,0.79,127.81,182.8,142.64,21.85,95.34,-88.62,31.68,68.97,16.48,-19.35,103.52,146.79,-103.39,-387.63,-459.11,-374.21,-166.75,-84.72,5.55,80.75,-202.15,-591.86,-990.66,-1091.25,-981.57,-640.75,-299.68,-137.94,-44.31,-51.64
-2.4,-4,-4,-4,-4,-4,-3.01,-2.04,-1.27,-0.77,4,4,4,4,1.6,-0.89,-0.63,-0.77,-0.26,-0.06,-0.81,-2.64,-3.32,-2.77,-1.43,1.48,1.02,0.66,0.83,0.96,403.99,172.3,319.15,205.44,-227.78,-153.93,112.61,-18.25,-37.11,-42.85,116.7,157.96,-59.88,0.43,-7.39,-262.7,-100.95,45.41,36.01,77.7,-174.56,-583.44,-1124.21,-1205.51,-1092.53,-522.52,-305.05,-171.63,-24.23,-8.48
-1.15,-2.03,-4,-4,-4,-4,-4,-3.92,-2.73,-1.73,4,4,4,4,4,2.51,-0.19,-0.94,-1.1,-0.62,-2.08,-1.8,-3.66,-4,-1.44,-0.93,0.33,1.24,0.69,0.55,7.87,166.63,189.15,322.27,85.45,98.69,-152.53,-112.37,38.7,81.36,69.27,77.58,184.94,-385.31,-234.44,-253.17,-157.84,-10.19,-28.75,-33.94,-124.76,-286.93,-752.81,-1023.68,-1153.2,-1118.59,-547.67,-334.05,-131.23,18.07
-3.02,-4,-4,-4,-4,-4,-4,-2.95,-2.13,-1.3,4,4,4,4,2.27,0.13,-0.92,-0.87,-0.58,0.05,-0.48,-2.65,-3.49,-2.86,-2.64,1.61,2.94,1.28,0.12,-0.04,186.95,381.84,369.57,188.96,-86.12,-431.27,18.19,193.05,140.99,68.18,35.34,141.42,71.17,-33.33,68.18,-141.85,-125,126.59,143.86,36.19,-348.82,-558.11,-1065.06,-1330.26,-1177.98,-605.35,-258,-116.39,24.78,132.32
